season,team,name,age,g,gs,mp,fgperc,reb,ast,stl,blk,tov,ptsg,ws,sal
2011,TOR,Rasual Butler,32,34,14,13.3,0.308,1.9,0.60000002,0.2,0.1,0.40000001,3.2,-0.2,1.229255
2003,ORL,Steven Hunter,22,59,23,13.4,0.52899998,2.9000001,0.2,0.1,1.2,0.5,3.2,0.60000002,1.4316
1996,IND,Jerome Allen,24,51,1,13.6,0.38800001,1.3,2.0999999,0.5,0,1.1,3.2,0.5,0.2475
1996,CLE,Mark West,36,70,43,13.7,0.55599999,2.7,0.30000001,0.2,0.80000001,0.69999999,3.2,1.6,2
2007,NYK,Mardy Collins,23,46,8,13.8,0.32600001,1.6,1.9,0.5,0.2,1.2,3.2,-1,0.96732
1999,MEM,Joe Stephens,27,13,0,13.9,0.373,2.8,0.80000001,0.5,0.2,0.5,3.2,0,0.088441
2008,NOP,Sean Marks,33,60,5,14,0.48500001,3.0999999,0.2,0.1,0.60000002,0.60000002,3.2,1.2,1.141838
2013,WAS,Jan Vesely,23,33,1,14.2,0.52200001,3.4000001,0.30000001,0.80000001,0.60000002,0.69999999,3.2,0.89999998,3.34092
2014,HOU,Francisco Garcia,33,14,0,14.3,0.27000001,1.2,1.1,0.60000002,0.40000001,0.69999999,3.2,-0.2,1.316809
2013,ORL,Jason Maxiell,30,34,13,14.4,0.44800001,2.5,0.30000001,0.2,0.60000002,0.40000001,3.2,0.30000001,2.5
2002,LAL,Mark Madsen,27,54,22,14.5,0.42300001,2.9000001,0.69999999,0.30000001,0.40000001,0.5,3.2,1.1,0.813
1995,DET,Mark West,35,47,21,14.5,0.484,2.8,0.1,0.1,0.80000001,0.69999999,3.2,0.80000001,1.5
2015,MIN,Kevin Garnett,39,38,38,14.6,0.47,3.9000001,1.6,0.69999999,0.30000001,0.40000001,3.2,1.1,8.5
2001,CLE,Bimbo Coles,33,47,1,14.7,0.384,1.2,2.3,0.30000001,0.1,0.69999999,3.2,0.40000001,2.2
2012,LAC,Grant Hill,40,29,0,15.1,0.38800001,1.7,0.89999998,0.40000001,0.2,0.89999998,3.2,-0.1,1.975
2005,BOS,Orien Greene,23,80,5,15.4,0.39500001,1.8,1.6,1,0.1,1.4,3.2,-0.30000001,0.398762
2004,CHA,Theron Smith,24,33,5,15.5,0.324,3.5,0.80000001,0.2,0.1,0.80000001,3.2,-0.40000001,0.620046
1997,OKC,Jim McIlvaine,25,78,72,15.5,0.45300001,3.3,0.2,0.30000001,1.8,0.69999999,3.2,1.9,3.6
1998,SAS,Jerome Kersey,36,45,0,15.5,0.34,2.9000001,0.89999998,0.80000001,0.30000001,0.69999999,3.2,0.60000002,1
2011,LAL,Troy Murphy,31,59,0,16.200001,0.44999999,3.2,0.89999998,0.30000001,0.30000001,0.40000001,3.2,1.7,1.352181
2003,ORL,Andrew DeClercq,30,71,53,17.1,0.477,4.5,0.60000002,0.69999999,0.5,0.80000001,3.2,1.7,2.5
2011,SAC,Chuck Hayes,28,54,9,19.200001,0.42899999,4.3000002,1.4,0.69999999,0.30000001,0.89999998,3.2,0.60000002,5.25
2002,OKC,Reggie Evans,22,67,60,20.4,0.47099999,6.5999999,0.5,0.60000002,0.2,0.80000001,3.2,3,0.349458
2000,MIL,Ervin Johnson,33,82,19,24.200001,0.54500002,7.5,0.5,0.5,1.2,0.60000002,3.2,5.0999999,2.7
2001,HOU,Tierre Brown,22,40,1,10.1,0.426,1.1,1.8,0.5,0.1,1,3.0999999,0.1,0.332817
2007,NYK,Randolph Morris,22,18,2,10.1,0.36199999,2.0999999,0.1,0.2,0.1,0.5,3.0999999,-0.2,0.81
2000,LAL,Devean George,23,59,1,10.1,0.30899999,1.9,0.30000001,0.30000001,0.30000001,0.60000002,3.0999999,-0.30000001,0.84972
2012,GSW,Richard Jefferson,32,56,1,10.1,0.456,1.5,0.60000002,0.30000001,0.1,0.40000001,3.0999999,1,10.164
2009,HOU,Mike Harris,26,8,0,10.3,0.37,2.5,0.40000001,0.5,0.1,1.1,3.0999999,-0.1,0.064978
2007,GSW,Troy Hudson,31,9,0,10.3,0.28999999,0.80000001,1,0.30000001,0,0.80000001,3.0999999,-0.1,1.21959
1996,GSW,Ray Owes,24,57,1,10.4,0.417,2.9000001,0.30000001,0.30000001,0.40000001,0.40000001,3.0999999,0.40000001,0.22
2005,DAL,Rawle Marshall,23,23,9,10.5,0.40000001,1.3,0.40000001,0.30000001,0.30000001,0.69999999,3.0999999,0.2,0.398762
2007,TOR,Jorge Garbajosa,30,7,0,10.6,0.31999999,2.0999999,0.40000001,0.40000001,0,0.1,3.0999999,0.1,4
2003,DET,Zeljko Rebraca,31,21,2,10.6,0.40700001,2.3,0.2,0.2,0.40000001,0.60000002,3.0999999,0.5,4.2
2000,DAL,Loy Vaught,32,37,1,10.6,0.45500001,3.3,0.40000001,0.40000001,0.1,0.5,3.0999999,0.69999999,4.812025
2000,PHX,Daniel Santiago,24,54,2,10.8,0.47799999,1.9,0.2,0.30000001,0.40000001,0.89999998,3.0999999,0.60000002,0.316969
2003,CHI,Rick Brunson,31,37,0,10.9,0.37599999,1,2.2,0.69999999,0.1,0.89999998,3.0999999,0.60000002,0.813679
2011,OKC,Reggie Jackson,21,45,0,11.1,0.32100001,1.2,1.6,0.60000002,0,0.80000001,3.0999999,0.1,1.15632
1998,CHI,Keith Booth,24,39,4,11.1,0.32499999,2.4000001,1,0.60000002,0.30000001,1,3.0999999,-0.80000001,0.68724
2006,NOP,Hilton Armstrong,22,56,5,11.3,0.54400003,2.7,0.2,0.2,0.5,0.60000002,3.0999999,1.2,1.7676
2001,ATL,Cal Bowdler,24,52,0,11.3,0.35100001,2.0999999,0.2,0.30000001,0.30000001,0.2,3.0999999,0.5,1.17972
2003,HOU,Bostjan Nachbar,23,45,3,11.5,0.35600001,1.6,0.69999999,0.30000001,0.30000001,0.5,3.0999999,0.80000001,1.39644
2006,LAL,Shammond Williams,31,30,0,11.5,0.40700001,1.3,1,0.40000001,0,0.40000001,3.0999999,0.5,1.75
2000,CHA,Hersey Hawkins,34,59,0,11.5,0.40900001,1.4,1.2,0.60000002,0.2,0.30000001,3.0999999,2.3,1.2
2008,WAS,Etan Thomas,30,26,7,11.8,0.48500001,2.5,0.2,0.1,0.69999999,0.69999999,3.0999999,0.1,6.8642
2001,POR,Erick Barkley,23,19,4,12,0.35299999,0.89999998,1.8,0.89999998,0.1,0.60000002,3.0999999,0.2,0.638
2004,LAC,Lionel Chalmers,24,36,0,12,0.336,0.89999998,1.4,0.40000001,0,0.69999999,3.0999999,-0.2,0.45
2003,HOU,Torraye Braggs,27,11,0,12,0.46399999,3.0999999,0.5,0.40000001,0.2,1.1,3.0999999,0.2,0.053697
2008,NOP,Melvin Ely,30,31,4,12,0.389,2.0999999,0.60000002,0.1,0.30000001,0.69999999,3.0999999,-0.1,0.998398
2010,TOR,Joey Dorsey,27,43,9,12.1,0.52499998,4.4000001,0.60000002,0.60000002,0.40000001,0.89999998,3.0999999,0.80000001,0.854389
2013,ATL,John Jenkins,22,13,0,12.2,0.38100001,1.7,0.80000001,0.1,0.1,0.80000001,3.0999999,-0.1,1.2588
1995,GSW,Clifford Rozier,23,59,1,12.3,0.58499998,2.9000001,0.40000001,0.30000001,0.5,0.69999999,3.0999999,1.1,0.845
2002,BKN,Brian Scalabrine,24,59,7,12.3,0.40200001,2.4000001,0.80000001,0.30000001,0.30000001,0.80000001,3.0999999,1,0.512435
1995,NYK,Herb Williams,37,43,2,12.6,0.41,1.9,0.60000002,0.30000001,0.69999999,0.5,3.0999999,0.40000001,1.3
2001,HOU,Dan Langhi,24,34,8,12.8,0.39199999,2,0.40000001,0.2,0.1,0.30000001,3.0999999,0,0.46585
2004,HOU,Bostjan Nachbar,24,16,2,12.8,0.34900001,1.9,0.60000002,0.1,0,0.30000001,3.0999999,0.30000001,1.49388
1999,NYK,Andrew Lang,33,19,10,12.8,0.43799999,3.2,0.2,0.40000001,0.30000001,0.30000001,3.0999999,0.40000001,0.51
2009,MEM,Hasheem Thabeet,22,68,13,13,0.588,3.5999999,0.2,0.2,1.3,0.60000002,3.0999999,2,4.45884
2010,NOP,Aaron Gray,26,41,6,13,0.56599998,4.1999998,0.40000001,0.30000001,0.30000001,0.80000001,3.0999999,1.1,1.02884
2003,GSW,Adonal Foyle,28,44,8,13,0.454,3.8,0.40000001,0.1,1,0.5,3.0999999,1.1,4.4
2004,HOU,Clarence Weatherspoon,34,40,18,13.1,0.412,3.0999999,0.40000001,0.2,0.2,0.40000001,3.0999999,1.1,5.8994
1999,DEN,Chris Herren,24,45,1,13.3,0.36300001,1.2,2.5,0.30000001,0,0.89999998,3.0999999,0.5,0.301875
1997,MIN,Bill Curley,25,11,1,13.3,0.48500001,2.5,0.40000001,0.30000001,0.1,0.30000001,3.0999999,0.2,1.3338
2003,PHI,Greg Buckner,27,53,3,13.3,0.377,1.9,0.80000001,0.40000001,0.1,0.60000002,3.0999999,0.30000001,2.64
2007,DAL,Malik Allen,29,25,4,13.3,0.5,2.7,0.60000002,0.2,0.40000001,0.5,3.0999999,0.69999999,0.998398
2005,OKC,Vitaly Potapenko,30,24,12,13.4,0.5,2.5999999,0.30000001,0.1,0.1,0.60000002,3.0999999,0,3.32
2012,ATL,Dahntay Jones,32,28,4,13.6,0.38999999,1.1,0.69999999,0.40000001,0,0.60000002,3.0999999,0.1,2.9
2015,MIL,Rashad Vaughn,19,70,6,14.3,0.30500001,1.3,0.60000002,0.40000001,0.2,0.40000001,3.0999999,-0.80000001,1.73304
1995,SAC,Bobby Hurley,24,72,22,14.7,0.28299999,1,3,0.40000001,0,1.2,3.0999999,0.40000001,2.584
2011,CHI,Omer Asik,25,66,2,14.7,0.50599998,5.3000002,0.5,0.5,1,1,3.0999999,2.5999999,1.8575
1995,PHI,Scott Williams,27,13,1,14.8,0.51700002,3.5,0.40000001,0.5,0.5,0.60000002,3.0999999,0.30000001,1.95
1998,MIA,Rex Walters,28,33,13,15.3,0.368,1.5,1.8,0.30000001,0.1,1,3.0999999,0.5,0.5375
2002,DAL,Raja Bell,26,75,32,15.6,0.44100001,1.9,0.80000001,0.69999999,0.1,0.60000002,3.0999999,1.7,0.612435
2009,IND,Jeff Foster,33,16,3,15.9,0.47799999,5.0999999,1.3,0.2,0.30000001,0.89999998,3.0999999,0.40000001,6.0775
2004,GSW,Dale Davis,35,36,3,16,0.41299999,4.3000002,0.60000002,0.40000001,0.89999998,0.60000002,3.0999999,0.89999998,10.06875
1997,WAS,Ben Wallace,23,67,16,16.799999,0.51800001,4.8000002,0.30000001,0.89999998,1.1,0.40000001,3.0999999,2.9000001,0.3267
1997,NYK,Chris Dudley,32,51,22,16.799999,0.40599999,5.4000001,0.40000001,0.30000001,1,0.89999998,3.0999999,1.5,1.135
2015,LAC,Luc Mbah a Moute,29,75,61,17,0.454,2.3,0.40000001,0.60000002,0.30000001,0.5,3.0999999,1.6,1.270964
1998,PHI,Harvey Grant,33,47,10,17,0.36899999,2.3,0.5,0.40000001,0.30000001,0.40000001,3.0999999,0.80000001,1
2006,HOU,Dikembe Mutombo,40,75,33,17.200001,0.55599999,6.5,0.2,0.30000001,1,0.5,3.0999999,5.1999998,2.21
2005,UTA,Kris Humphries,20,62,2,10,0.37900001,2.5,0.5,0.40000001,0.30000001,0.5,3,0.2,1.5924
2004,DET,Smush Parker,23,11,1,10,0.39300001,0.80000001,1,0.30000001,0,0.89999998,3,0,0.695046
2013,WAS,Chris Singleton,24,25,0,10,0.373,2.2,0.2,0.40000001,0.1,0.69999999,3,0.2,1.61868
2006,ATL,Royal Ivey,25,53,18,10.2,0.44800001,1,0.80000001,0.5,0.1,0.60000002,3,0.30000001,0.744551
2014,PHI,JaVale McGee,27,6,0,10.2,0.44400001,2.2,0.30000001,0,0.2,0.80000001,3,-0.1,11.25
2012,CLE,Kevin Jones,23,32,0,10.4,0.40200001,2.4000001,0.30000001,0.30000001,0.2,0.30000001,3,0.2,0.390027
1995,WAS,Bob McCann,31,62,0,10.5,0.49700001,2.3,0.40000001,0.30000001,0.2,0.69999999,3,0.60000002,0.3
2000,WAS,Mike Smith,24,17,0,10.6,0.322,1.3,0.60000002,0.30000001,0.2,0.40000001,3,-0.1,0.316969
2004,CHA,Bernard Robinson,24,31,1,10.6,0.44400001,1.5,1,0.40000001,0.1,0.60000002,3,0.30000001,0.385277
1995,HOU,Tim Breaux,25,54,4,10.6,0.366,1.1,0.40000001,0.2,0.1,0.60000002,3,-0.2,0.225
1995,CLE,John Crotty,26,58,4,10.6,0.447,0.89999998,1.8,0.40000001,0.1,0.89999998,3,1.3,0.35
2008,ATL,Solomon Jones,24,63,0,10.7,0.60399997,2.3,0.2,0.1,0.5,0.40000001,3,1.9,0.797581
2005,PHI,Matt Barnes,25,50,0,10.8,0.53600001,1.9,0.40000001,0.30000001,0.1,0.5,3,1,0.552269
2001,DEN,Chris Andersen,23,24,1,10.9,0.338,3.2,0.30000001,0.30000001,1.2,0.5,3,0.30000001,0.288171
2002,LAL,Kareem Rush,22,76,0,11.5,0.39300001,1.2,0.89999998,0.1,0.1,0.80000001,3,-0.60000002,1.02108
1996,OKC,Eric Snow,23,67,0,11.6,0.45100001,1,2.4000001,0.60000002,0,0.69999999,3,1.9,0.2475
2005,DAL,Josh Powell,23,37,2,11.6,0.45699999,2.2,0.2,0.2,0.1,0.60000002,3,0.69999999,0.398762
1995,MIA,Terrence Rencher,22,34,1,11.7,0.32300001,1.2,1.6,0.5,0,1.2,3,-0.1,0.2
1997,GSW,Adonal Foyle,22,55,1,11.9,0.40599999,3.3,0.30000001,0.2,0.89999998,0.89999998,3,-0.1,1.495
2006,SAS,Jacque Vaughn,31,64,4,11.9,0.42500001,1.1,2,0.40000001,0,0.60000002,3,1.7,1.071225
2001,LAC,Sean Rooks,32,61,2,11.9,0.41800001,2,0.40000001,0.2,0.30000001,0.30000001,3,0.60000002,2.4
2004,ATL,Kevin Willis,42,29,5,11.9,0.389,2.5999999,0.30000001,0.30000001,0.2,0.5,3,0,1.3
2009,OKC,Kyle Weaver,23,12,0,12,0.36399999,1.5,0.89999998,0.5,0.5,0.30000001,3,0.30000001,0.870968
1996,ORL,Danny Schayes,37,45,6,12,0.39199999,2.8,0.30000001,0.30000001,0.40000001,0.60000002,3,0.60000002,0.575
2008,PHI,Royal Ivey,27,71,0,12.1,0.33199999,1.1,0.60000002,0.5,0.1,0.30000001,3,0.89999998,0.854957
2008,MIA,Dorell Wright,23,6,0,12.2,0.40000001,3.3,0.30000001,0.30000001,0,1,3,-0.1,2.612835
2002,NOP,Stacey Augmon,34,70,3,12.3,0.41100001,1.7,1,0.40000001,0.1,0.60000002,3,1.2,2.4
2003,ATL,Travis Hansen,25,41,4,12.4,0.354,1.7,0.5,0.2,0.2,0.40000001,3,0.2,0.366931
2003,DAL,Eduardo Najera,27,58,7,12.4,0.44400001,2.7,0.40000001,0.60000002,0.30000001,0.5,3,1.1,3.428572
2006,NYK,Malik Rose,32,65,2,12.5,0.398,2.7,1,0.40000001,0.1,1,3,0.1,7.525397
2007,OKC,Francisco Elson,31,22,2,12.7,0.34099999,3,0.40000001,0.30000001,0.30000001,0.80000001,3,-0.5,3
2004,UTA,Curtis Borchardt,24,67,23,12.8,0.43000001,3.3,0.69999999,0.1,0.5,0.80000001,3,0.80000001,1.28088
2015,MIL,Johnny O'Bryant,22,66,4,13,0.41100001,2.7,0.5,0.30000001,0.1,0.5,3,0.30000001,0.845059
1997,BOS,Pervis Ellison,30,33,8,13.5,0.57099998,3.3,0.89999998,0.60000002,0.89999998,0.80000001,3,1.1,2.09
1995,UTA,Jamie Watson,23,16,0,13.6,0.419,1.7,1.5,0.5,0.1,1.1,3,0.1,1
2008,MIN,Brian Cardinal,31,64,4,14.2,0.38499999,2.2,1.2,0.60000002,0.2,0.80000001,3,0.89999998,6.3
1999,MEM,Cherokee Parks,27,56,14,14.4,0.49700001,3.3,0.60000002,0.5,0.80000001,0.5,3,1.4,1.925
2014,DET,Quincy Miller,22,4,0,14.5,0.25,2,1.3,0.30000001,0.5,0.5,3,-0.1,0.107676
2012,PHX,Kendall Marshall,21,48,3,14.6,0.37099999,0.89999998,3,0.5,0.1,1.2,3,-0.2,1.91916
2012,WAS,Jannero Pargo,33,7,0,14.6,0.25,0.89999998,2,0,0.1,1.1,3,-0.30000001,0.115122
2009,MIL,Kurt Thomas,37,70,9,15,0.47600001,4.1999998,0.69999999,0.40000001,0.69999999,0.69999999,3,2.0999999,3.8
2007,DEN,Mike Wilks,28,8,0,15.3,0.435,1.5,0.80000001,0.60000002,0,0.60000002,3,0.1,0.162281
2010,PHX,Earl Barron,29,12,6,15.3,0.235,3.3,0.30000001,0.5,0.30000001,0.89999998,3,-0.40000001,0.188558
1997,LAC,Stojko Vrankovic,34,65,38,15.3,0.42500001,4,0.60000002,0.2,1,0.69999999,3,0.40000001,3.58
2013,PHI,Arnett Moultrie,23,12,2,15.6,0.421,2.9000001,0.2,0.69999999,0.30000001,0.60000002,3,0,1.08924
2007,HOU,Dikembe Mutombo,41,39,25,15.9,0.53799999,5.0999999,0.1,0.30000001,1.2,0.40000001,3,2.3,1.21959
1995,MEM,Doug Edwards,25,31,0,16.700001,0.352,2.8,1.3,0.30000001,0.60000002,0.89999998,3,0.1,1.04
2002,CHI,Corie Blount,34,50,3,16.700001,0.48500001,4.0999999,1,0.69999999,0.40000001,0.89999998,3,1.1,1.4
2014,HOU,Pablo Prigioni,37,24,0,16.799999,0.34299999,1.6,2.8,1.1,0,0.60000002,3,1.1,1.662961
2005,DAL,Pavel Podkolzin,21,1,0,18,0,7,0,0,1,2,3,-0.1,1.14156
1995,ORL,Jon Koncak,32,67,35,19.200001,0.47999999,4.0999999,0.80000001,0.40000001,0.69999999,0.60000002,3,2,1
2007,HOU,Chuck Hayes,24,79,44,19.9,0.51099998,5.4000001,1.2,1.1,0.5,0.80000001,3,4.4000001,1.75
2002,DET,Michael Curry,34,78,77,19.9,0.40200001,1.6,1.3,0.60000002,0.1,0.60000002,3,2,2.6
2011,UTA,Earl Watson,32,50,2,20.700001,0.338,2.4000001,4.3000002,1.1,0.40000001,1.7,3,0.40000001,2
1995,DAL,Lorenzo Williams,26,65,61,27.799999,0.40700001,8,1.3,0.69999999,1.9,1.2,3,1.7,1.55
2001,BKN,Derrick Dial,26,25,0,10,0.31900001,1.8,1.2,0.30000001,0.2,0.5,2.9000001,0,0.54085
2004,SAC,Kevin Martin,21,45,0,10.1,0.38499999,1.3,0.5,0.40000001,0.1,0.5,2.9000001,0.1,0.87204
2008,ATL,Acie Law,24,55,1,10.2,0.37400001,1.1,1.6,0.2,0.1,0.5,2.9000001,0.69999999,2.07168
1996,PHI,Mark Hendrickson,22,29,1,10.4,0.41600001,3.2,0.1,0.30000001,0.1,0.5,2.9000001,0.30000001,0.247
2007,UTA,Jason Hart,29,57,0,10.6,0.322,1,1.5,0.5,0.1,0.5,2.9000001,0.40000001,2.3
2014,MIL,Johnny O'Bryant,21,34,15,10.8,0.36700001,1.9,0.5,0.1,0.1,0.69999999,2.9000001,-0.5,0.6
1999,MIL,Haywoode Workman,34,23,1,10.8,0.37099999,0.69999999,1.9,0.5,0,0.60000002,2.9000001,0.30000001,0.51
2001,LAL,Brian Shaw,35,58,0,10.9,0.35299999,1.9,1.5,0.40000001,0.1,0.60000002,2.9000001,1.2,0.963415
2011,CLE,Luke Harangody,24,21,1,11,0.354,2.5,0.30000001,0.30000001,0.1,0.2,2.9000001,0.2,0.762195
2009,MEM,DeMarre Carroll,23,71,1,11.2,0.396,2.0999999,0.5,0.40000001,0.1,0.30000001,2.9000001,0.5,1.00968
2006,OKC,Danny Fortson,30,14,6,11.3,0.5,3.0999999,0.1,0.1,0,1.1,2.9000001,0,6.59699
2002,TOR,Art Long,30,7,0,11.4,0.36000001,2.9000001,0.60000002,0.40000001,0.40000001,1.6,2.9000001,-0.30000001,0.035819
2004,LAL,Sasha Vujacic,20,35,3,11.5,0.28200001,1.8,1.5,0.30000001,0.1,0.40000001,2.9000001,0.2,0.84684
2010,WAS,Alonzo Gee,23,11,5,11.5,0.44400001,2,0.5,0.60000002,0,0.69999999,2.9000001,0.1,0.125538
2007,BKN,Eddie Gill,29,13,1,11.5,0.414,1.7,1.6,0.5,0.2,0.60000002,2.9000001,0.30000001,0.151089
2006,MIA,Wayne Simien,23,8,0,11.6,0.391,1.4,0.5,0.30000001,0,0.40000001,2.9000001,0,0.93276
2003,WAS,Chris Whitney,32,16,5,11.6,0.37799999,0.89999998,0.89999998,0.40000001,0.1,0.40000001,2.9000001,0.2,1.07
2006,LAC,Daniel Ewing,23,61,3,11.7,0.40400001,1.2,1.5,0.5,0.1,0.80000001,2.9000001,0.5,0.664209
2008,BKN,Eduardo Najera,32,27,0,11.8,0.44600001,2.5,0.69999999,0.40000001,0.1,0.69999999,2.9000001,0.1,3.25
2005,PHX,Brian Grant,33,21,2,11.8,0.41499999,2.7,0.30000001,0.2,0.1,0.30000001,2.9000001,0.2,1.67
1995,PHX,Joe Kleine,34,56,9,11.8,0.41999999,2.4000001,0.80000001,0.2,0.1,0.69999999,2.9000001,0.1,1.04
2005,DET,Lindsey Hunter,35,30,1,11.8,0.37,1.3,2.0999999,0.60000002,0,0.69999999,2.9000001,0.5,1.76
2003,TOR,Jerome Moiso,25,35,1,11.9,0.47600001,3.2,0.2,0.5,0.30000001,0.69999999,2.9000001,0.80000001,1.6
1999,BKN,Evan Eschmeyer,24,31,5,12,0.528,3.5,0.69999999,0.30000001,0.69999999,0.69999999,2.9000001,0.69999999,0.301875
1996,WAS,Tim Legler,30,15,0,12.1,0.31299999,1.4,0.5,0.2,0.30000001,0.60000002,2.9000001,0,0.45
2015,UTA,Chris Johnson,25,70,2,12.2,0.37099999,1.9,0.60000002,0.5,0.30000001,0.60000002,2.9000001,1.1,0.981348
2002,OKC,Calvin Booth,26,47,0,12.2,0.43700001,2.3,0.30000001,0.2,0.69999999,0.5,2.9000001,0.80000001,4.9929
2010,NYK,Roger Mason,30,26,0,12.3,0.338,1.7,0.80000001,0.2,0.1,0.2,2.9000001,0.2,1.4
2006,NOP,Cedric Simmons,21,43,4,12.4,0.417,2.5,0.30000001,0.2,0.5,0.5,2.9000001,0.30000001,1.51548
1996,SAC,Bobby Hurley,25,49,12,12.9,0.368,0.80000001,3,0.60000002,0.1,1.1,2.9000001,0.40000001,3.068
2008,MIA,Jamaal Magloire,30,55,12,12.9,0.49599999,4,0.40000001,0.2,0.5,0.60000002,2.9000001,1.3,1.141838
2003,LAL,Jamal Sampson,20,10,2,13,0.47799999,5.1999998,0.69999999,0.2,0.40000001,0.60000002,2.9000001,0.40000001,0.563679
2005,BOS,Brian Scalabrine,27,71,1,13.2,0.38299999,1.6,0.69999999,0.30000001,0.30000001,0.69999999,2.9000001,0.30000001,2.586207
2012,GSW,Draymond Green,22,79,1,13.4,0.32699999,3.3,0.69999999,0.5,0.30000001,0.60000002,2.9000001,0.60000002,0.85
1997,DAL,Kevin Ollie,25,16,0,13.4,0.333,1.3,2,0.40000001,0,1,2.9000001,-0.1,0.27225
1998,NYK,Dennis Scott,30,15,0,13.7,0.30399999,1.3,0.5,0.2,0.1,0.30000001,2.9000001,0,1
2013,CHA,Bismack Biyombo,21,77,9,13.9,0.611,4.8000002,0.1,0.1,1.1,0.5,2.9000001,3.2,3.04992
2011,BOS,Greg Stiemsma,26,55,3,13.9,0.54500002,3.2,0.5,0.69999999,1.5,0.60000002,2.9000001,2.7,0.762195
1998,GSW,Adonal Foyle,23,44,0,14,0.43000001,4.4000001,0.40000001,0.30000001,1,0.69999999,2.9000001,1.1,1.701
2011,PHX,Josh Childress,28,34,0,14.4,0.48500001,2.8,1,0.40000001,0.2,0.30000001,2.9000001,0.89999998,6
2011,LAC,Bobby Simmons,31,28,0,14.9,0.31099999,2,0.40000001,0.5,0.1,0.40000001,2.9000001,0.30000001,0.594836
2003,OKC,Reggie Evans,23,75,27,17.1,0.40599999,5.4000001,0.40000001,0.69999999,0.1,0.89999998,2.9000001,1.7,0.7
2012,ORL,Hedo Turkoglu,33,11,1,17.200001,0.264,2.4000001,2.0999999,0.60000002,0.1,1.1,2.9000001,-0.5,11.81585
2003,TOR,Michael Curry,35,70,15,17.6,0.38800001,1.2,0.80000001,0.30000001,0.1,0.69999999,2.9000001,0.30000001,2.8
2012,LAL,Chris Duhon,30,46,9,17.799999,0.382,1.5,2.9000001,0.40000001,0,0.89999998,2.9000001,1,3.5
2013,NOP,Greg Stiemsma,28,55,20,18.299999,0.574,4.0999999,0.69999999,0.60000002,1,0.80000001,2.9000001,1.5,2.676
2011,BKN,DeShawn Stevenson,30,51,30,18.799999,0.285,2,0.80000001,0.40000001,0.1,0.40000001,2.9000001,-0.30000001,2.5
2015,MIN,Tayshaun Prince,35,77,44,19,0.44499999,1.9,0.89999998,0.5,0.2,0.40000001,2.9000001,0.40000001,1.499187
2010,DET,Ben Wallace,36,54,49,22.9,0.44999999,6.5,1.3,1,1,0.80000001,2.9000001,1.9,2.2464
2010,DET,Ben Wallace,36,54,49,22.9,0.44999999,6.5,1.3,1,1,0.80000001,2.9000001,1.9,2.08
2008,CLE,Ben Wallace,34,56,53,23.5,0.44499999,6.5,0.80000001,0.89999998,1.3,0.60000002,2.9000001,3.8,14.5
2007,DEN,Yakhouba Diawara,25,54,14,10,0.41,1.1,0.69999999,0.1,0.1,0.30000001,2.8,0.69999999,0.687456
2013,DAL,Shane Larkin,21,48,0,10.2,0.38,0.89999998,1.5,0.5,0,0.80000001,2.8,-0.1,1.53696
2014,SAC,Quincy Miller,22,6,0,10.2,0.222,2,0.5,1,0.5,0.5,2.8,0,0.107676
1997,GSW,Dickey Simpkins,25,19,0,10.3,0.458,2.4000001,0.80000001,0.30000001,0.1,1,2.8,-0.1,1.235
2012,DAL,Chris Douglas-Roberts,26,6,0,10.5,0.35699999,0.80000001,0.69999999,0.30000001,0,0.2,2.8,0.1,0.072892
1999,GSW,Drew Barry,26,8,0,10.6,0.5,1,2.0999999,0.30000001,0,0.80000001,2.8,0.1,0.062765
1995,BKN,Yinka Dare,23,58,23,10.8,0.43799999,3.0999999,0,0.1,0.69999999,1.2,2.8,-0.5,1.184
1998,UTA,Greg Foster,30,42,1,10.9,0.377,2,0.60000002,0.1,0.2,0.60000002,2.8,0.1,0.588
2015,OKC,Josh Huestis,24,5,0,11,0.417,2,0,0.2,0.40000001,0.60000002,2.8,0,1.14024
2001,LAL,Mark Madsen,26,59,5,11,0.45199999,2.7,0.69999999,0.30000001,0.2,0.40000001,2.8,1.9,0.75996
2010,NOP,Quincy Pondexter,22,66,6,11.1,0.40599999,1.3,0.40000001,0.30000001,0.2,0.2,2.8,0.89999998,1.07328
1996,MIL,Chucky Brown,28,60,1,11.2,0.50800002,2.2,0.40000001,0.2,0.30000001,0.30000001,2.8,1.5,0.5
2008,DAL,Shawne Williams,22,15,0,11.3,0.28600001,3.0999999,0.1,0.1,0.60000002,0.30000001,2.8,0,1.57296
1999,DEN,Cory Alexander,26,29,2,11.3,0.28600001,1.4,2,0.80000001,0.1,1,2.8,-0.1,1.98
2011,ORL,Daniel Orton,21,16,2,11.7,0.56699997,2.4000001,0.30000001,0.5,0.60000002,0.40000001,2.8,0.5,1.10556
1999,PHX,Corie Blount,31,38,1,11.7,0.49399999,3,0.30000001,0.40000001,0.2,0.69999999,2.8,0.80000001,1.1
1999,MIA,Rex Walters,29,33,0,11.8,0.41800001,1.1,2,0.2,0,0.89999998,2.8,0.30000001,1.1
2002,TOR,Jermaine Jackson,26,24,1,11.9,0.30899999,1,1.6,0.40000001,0.1,0.80000001,2.8,-0.1,0.171932
