pid,gender,year,age,school,marriage,income,job,relig,pet,cell,cellnum,featurephone,smartphone,kidsphone,smart_or_not,tablet,tabletnum,wearable,wearablenum,phonebill,payapp,inapp_pay,theater,theaterpay,play,playpay,OTT,OTT_phone,OTT_tablet,OTT_PC,OTT_others,OTT_freq,OTT_hour,OTT_min,Newspaper,email,messanger,blog,cloud,SNS
820004,2,2005,14,3,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,23,2,2,2,15,0, ,2, , , , , , , ,1,1,2,2,2,2
820005,2,1946,73,2,3,2,2,2,2,1,1,1,0,0, ,2, ,2, ,12, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
830001,1,1970,49,5,2,12,1,1,2,1,1,0,1,0,3,2, ,2, ,75,2,2,3,20,0, ,2, , , , , , , ,1,1,1,2,1,1
830002,2,1972,47,5,2,12,1,1,2,1,1,0,1,0,3,2, ,2, ,57,2,1,4,30,0, ,2, , , , , , , ,1,1,1,2,1,1
830003,2,1999,20,5,1,1,2,1,2,1,1,0,1,0,3,2, ,2, ,60,2,2,3,20,1,50,2, , , , , , , ,1,1,1,2,1,1
830004,2,2004,15,3,1,1,2,1,2,1,1,0,1,0,3,2, ,2, ,23,2,2,1,90,0, ,2, , , , , , , ,1,1,1,2,2,1
870001,1,1962,57,5,2,10,1,1,2,1,1,0,1,0,3,2, ,2, ,69,2,1,3,0,0, ,2, , , , , , , ,1,1,1,2,1,1
870002,2,1967,52,5,2,5,1,1,2,1,1,0,1,0,3,2, ,2, ,60,2,1,3,20,0, ,2, , , , , , , ,1,1,1,1,1,1
870003,2,1998,21,5,1,2,2,1,2,1,1,0,1,0,3,2, ,2, ,69,2,1,4,30,0, ,2, , , , , , , ,1,1,1,2,1,1
890001,1,1962,57,5,2,18,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,5,40,0, ,2, , , , , , , ,1,1,1,2,1,1
890002,2,1964,55,4,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,39,2,2,3,20,0, ,2, , , , , , , ,1,2,1,2,2,1
890003,2,1994,25,5,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,39,2,2,5,35,1,80,2, , , , , , , ,2,1,1,1,1,1
890004,1,1995,24,5,1,4,1,2,2,1,1,0,1,0,3,2, ,2, ,52,2,2,5,45,0, ,2, , , , , , , ,2,1,1,2,1,1
890005,2,1931,88,2,3,2,2,2,2,1,1,1,0,0, ,2, ,2, ,12, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
900001,1,1963,56,4,2,6,1,1,1,1,1,0,1,0,3,2, ,2, ,52,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,1
900002,2,1966,53,4,2,12,1,1,1,1,1,0,1,0,3,1,1,2, ,72,2,2,4,30,2,150,2, , , , , , , ,2,2,1,2,1,1
900003,1,1991,28,5,1,4,1,1,1,1,1,0,1,0,3,2, ,2, ,72,2,2,5,45,0, ,2, , , , , , , ,2,1,1,2,1,1
900004,1,1994,25,5,1,3,2,1,1,1,1,0,1,0,3,2, ,2, ,52,2,2,3,27,0, ,2, , , , , , , ,2,1,1,2,1,1
930001,1,1951,68,4,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,1,10,0, ,2, , , , , , , ,1,1,1,2,2,2
930002,2,1958,61,4,2,7,1,2,2,1,1,0,1,0,3,2, ,2, ,56,2,2,2,20,1,70,2, , , , , , , ,1,1,1,2,2,2
930004,2,1994,25,5,1,5,1,1,2,1,1,0,1,0,3,2, ,2, ,55,1,2,3,35,2,105,2, , , , , , , ,1,1,1,1,1,1
940001,1,1964,55,5,2,7,1,1,1,1,1,0,1,0,3,2, ,2, ,45,2,2,2,30,0, ,2, , , , , , , ,1,1,1,2,2,2
940002,2,1968,51,4,2,5,1,1,1,1,1,0,1,0,3,2, ,2, ,45,2,2,3,40,0, ,2, , , , , , , ,2,1,1,2,2,2
950004,2,1987,32,5,1,7,1,2,2,1,1,0,1,0,3,2, ,2, ,46,2,2,6,78,0, ,2, , , , , , , ,1,2,1,2,1,2
960002,2,1975,44,5,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,55,2,2,4,50,0, ,2, , , , , , , ,2,1,1,2,2,1
960003,1,2006,13,2,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,35,2,2,2,30,0, ,1,1,2,2,2,1,2,0,2,1,1,2,2,1
970001,1,1948,71,3,2,4,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,2,20,0, ,2, , , , , , , ,1,2,1,2,2,2
970002,2,1950,69,2,2,1,2,1,2,1,1,1,0,0, ,2, ,2, ,30,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
980001,1,1960,59,5,2,10,1,2,2,1,1,0,1,0,3,2, ,2, ,56,2,2,4,40,1,40,2, , , , , , , ,1,1,1,1,1,1
980002,2,1960,59,4,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,48,2,2,6,68,2,100,2, , , , , , , ,1,1,1,1,1,2
980003,2,1982,37,5,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,48,2,2,5,70,0, ,2, , , , , , , ,1,1,1,1,1,1
980004,1,1980,39,5,2,9,1,2,2,1,1,0,1,0,4,1,1,1,1,70,2,2,4,50,1,0,1,2,1,2,2,5,0,20,1,1,1,1,1,1
990002,2,1953,66,4,2,1,2,1,1,1,1,0,1,0,2,2, ,2, ,34,2,2,5,50,2,100,1,1,2,2,2,2,1,30,1,1,1,2,2,2
990003,1,1977,42,5,1,6,1,2,1,1,1,0,1,0,2,2, ,2, ,38,2,2,6,60,5,200,1,1,2,2,2,1,1,30,1,1,1,2,2,1
1000001,1,1977,42,5,2,7,1,1,1,1,1,0,1,0,2,2, ,2, ,38,2,2,3,30,2,50,1,1,2,2,2,5,0,30,1,1,1,2,1,1
1000002,2,1978,41,5,2,6,1,1,1,1,1,0,1,0,2,2, ,2, ,38,2,2,5,50,5,300,1,1,2,2,2,2,0,30,1,1,1,1,1,1
1010002,2,1975,44,5,2,6,1,2,2,1,1,0,1,0,4,2, ,2, ,62,1,2,5,48,4,150,2, , , , , , , ,1,1,1,2,1,1
1010004,2,2009,10,2,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,3,28,0, ,2, , , , , , , ,2,1,1,2,1,1
1020002,2,1942,77,3,3,1,2,2,2,1,1,0,1,0,2,2, ,2, ,39,2,2,0, ,3,0,2, , , , , , , ,2,2,2,2,2,2
1020003,1,1966,53,4,2,6,1,2,2,1,1,0,1,0,2,2, ,2, ,35,2,2,0, ,0, ,1,1,2,2,2,1,0,30,1,1,1,2,2,2
1030001,1,1948,71,4,2,5,1,1,2,1,1,0,1,0,3,2, ,2, ,38,2,2,3,30,2,40,2, , , , , , , ,1,1,1,2,2,1
1030002,2,1955,64,3,2,1,2,1,2,1,1,0,1,0,3,2, ,2, ,38,2,2,3,30,3,60,1,1,2,2,2,1,1,30,1,1,1,2,2,2
1040001,1,1969,50,5,2,8,1,1,1,1,1,0,1,0,3,2, ,2, ,42,2,2,3,30,2,50,1,1,2,2,2,1,0,30,1,1,1,2,1,1
1040002,2,1969,50,5,2,4,1,1,1,1,1,0,1,0,3,2, ,2, ,42,2,2,5,50,2,30,1,1,2,2,2,2,1,20,1,1,1,2,2,1
1040003,1,1995,24,5,1,2,1,1,1,1,1,0,1,0,3,2, ,2, ,42,2,2,1,10,0, ,1,1,2,1,2,1,2,0,1,1,1,2,2,1
1060001,1,1966,53,5,2,10,1,2,2,1,1,0,1,0,3,2, ,2, ,50,2,2,3,30,0, ,2, , , , , , , ,1,1,1,2,1,1
1060002,2,1968,51,5,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,45,1,2,3,30,1,70,2, , , , , , , ,1,1,1,2,2,2
1070001,1,1971,48,5,2,9,1,1,2,1,1,0,1,0,3,1,1,2, ,39,1,1,3,30,0, ,2, , , , , , , ,1,1,1,1,1,1
1070002,2,1974,45,5,2,8,1,1,2,1,1,0,1,0,3,2, ,2, ,39,1,2,3,30,1,30,1,1,2,2,2,4,0,30,1,1,1,2,1,1
1080002,2,1949,70,2,2,4,1,1,1,1,1,0,1,0,3,2, ,2, ,17,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
1090001,1,1972,47,5,2,4,1,2,2,1,1,0,1,0,3,2, ,2, ,69,2,2,2,24,0, ,1,1,2,2,2,6,0,30,1,1,1,2,2,1
1090002,2,1972,47,5,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,37,2,2,2,24,0, ,2, , , , , , , ,1,1,1,2,2,1
1100001,1,1970,49,5,1,4,1,2,2,1,1,0,1,0,3,2, ,2, ,75,2,2,5,60,1,50,1,1,2,2,2,5,1,0,1,1,1,2,2,1
1110001,1,1956,63,5,2,4,1,1,1,1,1,1,0,0, ,2, ,2, ,10, , ,0, ,0, ,2, , , , , , , ,1,2,1,2,2,2
1110002,2,1961,58,5,2,1,2,2,1,1,1,0,1,0,3,2, ,2, ,35,2,2,2,24,0, ,1,1,2,1,2,6,0,30,1,1,1,2,2,1
1120003,2,1998,21,5,1,1,2,1,2,1,1,0,1,0,3,2, ,2, ,32,2,1,8,96,2,100,1,1,2,2,2,6,0,30,1,1,1,2,1,1
1150001,1,1970,49,5,2,6,1,1,2,1,1,0,1,0,2,2, ,2, ,69,2,2,0, ,0, ,1,1,2,2,2,6,0,30,1,1,1,2,1,1
1150002,2,1973,46,5,2,1,2,1,2,1,1,0,1,0,2,2, ,2, ,37,2,2,1,12,0, ,1,1,2,2,2,8,0,5,1,1,1,2,2,1
1160001,1,1969,50,4,2,5,1,2,1,1,1,0,1,0,3,2, ,2, ,73,2,2,1,14,0, ,2, , , , , , , ,1,2,1,2,2,1
1160002,2,1968,51,5,2,1,2,2,1,1,1,0,1,0,3,2, ,2, ,33,1,2,4,60,0, ,2, , , , , , , ,1,1,1,2,2,2
1170001,1,1969,50,5,2,5,1,2,2,1,1,0,1,0,3,2, ,2, ,69,2,2,0, ,0, ,1,1,2,2,2,5,0,30,1,1,1,2,2,1
1170002,2,1974,45,5,2,4,1,2,2,1,1,0,1,0,3,2, ,2, ,42,2,2,3,36,0, ,2, , , , , , , ,1,1,1,2,2,1
1170003,1,2001,18,4,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,30,2,2,1,12,0, ,1,1,2,1,2,6,2,0,1,1,1,2,1,1
1180001,1,1971,48,6,2,6,1,2,2,1,1,0,1,0,3,2, ,1,1,59,2,2,2,24,0, ,2, , , , , , , ,1,1,1,2,1,1
1180002,2,1970,49,5,2,1,2,2,2,1,1,0,1,0,2,2, ,2, ,53,2,2,2,24,0, ,2, , , , , , , ,2,1,1,2,2,1
1190002,2,1978,41,5,2,7,1,1,1,1,1,0,1,0,3,2, ,2, ,40,2,2,3,30,1,50,2, , , , , , , ,2,1,1,2,2,2
1190003,1,2003,16,4,1,1,2,1,1,1,1,0,1,0,3,1,1,2, ,32,2,2,1,10,0, ,2, , , , , , , ,2,2,1,2,2,2
1200001,1,1961,58,5,2,5,1,1,1,1,1,0,1,0,3,2, ,2, ,55,2,2,1,12,0, ,1,1,2,2,2,6,0,10,1,2,1,2,2,1
1200002,2,1964,55,5,2,1,2,1,1,1,1,0,1,0,3,2, ,2, ,48,2,2,1,12,0, ,2, , , , , , , ,1,1,1,2,2,2
1210001,1,1960,59,5,2,10,1,2,2,1,1,0,1,0,3,2, ,2, ,52,2,2,3,30,0, ,2, , , , , , , ,1,1,1,2,2,2
1210002,2,1963,56,5,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,43,2,2,2,20,0, ,2, , , , , , , ,1,1,1,2,2,2
1210004,1,1991,28,5,1,7,1,2,2,1,1,0,1,0,3,2, ,2, ,51,2,2,3,30,0, ,2, , , , , , , ,1,1,1,1,1,1
1220001,2,1938,81,2,3,1,2,1,2,1,1,1,0,0, ,2, ,2, ,35, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
1230002,1,1956,63,4,2,4,1,2,2,1,1,0,1,0,3,2, ,2, ,60,2,2,0, ,0, ,2, , , , , , , ,2,1,1,2,2,2
1230003,2,1959,60,4,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,2,20,0, ,2, , , , , , , ,1,1,1,2,2,2
1240001,1,1942,77,4,2,4,1,1,2,1,1,1,0,0, ,2, ,2, ,30, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
1240002,2,1946,73,2,2,1,2,1,2,1,1,0,1,0,3,2, ,2, ,35,2,2,1,10,0, ,2, , , , , , , ,1,2,1,2,2,2
1260001,1,1962,57,4,2,10,1,2,1,1,1,0,1,0,3,2, ,2, ,50,2,2,2,20,0, ,2, , , , , , , ,1,1,1,2,2,2
1260002,2,1963,56,4,2,1,2,2,1,1,1,0,1,0,3,2, ,2, ,40,2,2,0, ,0, ,2, , , , , , , ,1,1,1,2,2,2
1270001,1,1962,57,5,2,10,1,2,1,1,1,0,1,0,3,2, ,2, ,50,2,2,3,30,1,70,2, , , , , , , ,1,1,1,2,2,2
1270002,2,1966,53,4,2,1,2,2,1,1,1,0,1,0,3,2, ,2, ,48,2,2,2,20,1,75,2, , , , , , , ,1,1,1,2,2,2
1280001,2,1969,50,4,4,7,1,1,2,1,1,0,1,0,3,2, ,2, ,39,2,2,4,40,0, ,2, , , , , , , ,1,1,2,2,2,2
1290001,1,1964,55,4,2,10,1,2,2,1,1,0,1,0,3,2, ,2, ,48,2,2,2,20,0, ,2, , , , , , , ,1,1,1,2,2,2
1290002,2,1964,55,4,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,2,20,0, ,2, , , , , , , ,2,1,1,2,2,2
1290003,1,1990,29,5,1,7,1,2,2,1,1,0,1,0,3,2, ,2, ,55,1,1,3,30,1,60,2, , , , , , , ,1,1,1,2,2,1
1300001,1,1958,61,5,2,12,1,2,2,1,1,0,1,0,3,2, ,2, ,50,2,2,3,30,1,60,2, , , , , , , ,2,1,1,2,2,2
1300002,2,1963,56,5,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,39,2,2,3,30,1,60,2, , , , , , , ,1,1,1,2,2,2
1300004,1,1990,29,5,1,7,1,2,2,1,1,0,1,0,3,1,1,2, ,65,1,1,4,40,0, ,2, , , , , , , ,1,1,2,2,2,1
1310001,2,1977,42,5,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,39,2,2,3,30,1,50,2, , , , , , , ,1,1,1,2,2,1
1310002,1,1976,43,5,2,12,1,2,2,1,1,0,1,0,3,2, ,2, ,50,2,2,2,20,1,50,2, , , , , , , ,1,1,1,2,1,1
1320001,1,1955,64,5,2,7,1,2,2,1,1,0,1,0,3,2, ,2, ,40,2,2,1,10,0, ,2, , , , , , , ,1,1,1,2,2,2
1320002,2,1957,62,5,2,7,1,2,2,1,1,0,1,0,3,2, ,2, ,65,2,2,0, ,0, ,2, , , , , , , ,1,1,1,2,2,1
1320101,1,1985,34,5,2,7,1,1,2,1,1,0,1,0,3,2, ,2, ,70,1,1,2,20,1,20,2, , , , , , , ,1,1,1,2,1,1
1320102,2,1990,29,5,2,7,1,1,2,1,1,0,1,0,3,2, ,2, ,55,1,1,3,30,1,110,2, , , , , , , ,1,1,1,2,1,1
1330001,2,1962,57,4,3,7,1,2,2,1,1,0,1,0,3,2, ,2, ,40,2,2,3,30,1,40,2, , , , , , , ,1,1,1,2,2,2
1340001,1,1981,38,5,2,11,1,2,2,1,1,0,1,0,2,2, ,2, ,42,2,2,1,9,0, ,2, , , , , , , ,1,1,1,2,2,2
1340002,2,1981,38,5,2,1,2,1,2,1,1,0,1,0,2,2, ,2, ,67,2,2,1,9,0, ,2, , , , , , , ,2,1,1,2,2,2
1340003,2,2011,8,2,1,1,2,1,2,1,1,0,0,1, ,2, ,2, ,12,2,2,1,10,0, ,2, , , , , , , ,2,2,2,2,2,2
1350001,2,1950,69,4,4,5,1,2,2,1,1,0,1,0,3,2, ,2, ,50,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
1360001,1,1946,73,2,2,3,2,1,2,1,1,0,1,0,2,2, ,2, ,25,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
1360002,2,1954,65,2,2,3,2,1,2,1,1,1,0,0, ,2, ,2, ,17, , ,1,11,0, ,2, , , , , , , ,2,2,2,2,2,2
1380001,1,1949,70,3,2,4,2,1,2,1,1,1,0,0, ,2, ,2, ,21,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
1380002,2,1950,69,3,2,1,2,1,2,1,1,1,0,0, ,2, ,2, ,22,2,2,2,16,0, ,2, , , , , , , ,2,2,2,2,2,2
1470003,2,1989,30,5,1,7,1,2,2,1,1,0,1,0,3,2, ,2, ,37,2,2,4,60,0, ,2, , , , , , , ,1,1,1,2,1,2
1500002,2,1975,44,4,2,5,1,1,2,1,1,0,1,0,3,2, ,2, ,40,2,2,3,30,1,40,2, , , , , , , ,1,1,1,2,2,2
1500003,1,2004,15,3,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,38,2,2,2,16,11,12,1,1,1,2,2,2,1,0,1,1,1,2,1,1
1500004,2,1941,78,2,3,1,2,1,2,1,1,1,0,0, ,2, ,2, ,21, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
1510001,1,1954,65,4,2,5,1,2,1,1,1,0,1,0,2,2, ,2, ,38,2,2,2,20,0, ,2, , , , , , , ,1,1,1,2,1,2
1510002,2,1957,62,4,2,1,2,2,1,1,1,0,1,0,2,2, ,2, ,28,2,2,3,30,0, ,2, , , , , , , ,1,1,1,2,2,2
1510003,1,1980,39,5,1,6,1,2,1,1,1,0,1,0,3,2, ,2, ,52,2,2,4,45,1,65,1,1,2,2,2,5,1,30,1,1,1,2,1,1
1520002,2,1950,69,4,2,1,2,1,2,1,1,0,1,0,3,2, ,2, ,28,2,2,1,8,0, ,2, , , , , , , ,1,2,1,2,2,2
1520004,2,1978,41,5,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,32,2,2,2,20,0, ,2, , , , , , , ,1,1,1,2,1,1
1520005,1,2005,14,3,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,3,25,1,15,1,2,2,1,2,6,2,0,1,1,1,2,1,2
1530001,1,1957,62,5,2,5,1,2,1,1,1,0,1,0,3,2, ,2, ,38,2,2,2,22,0, ,2, , , , , , , ,1,1,1,2,1,2
1530002,2,1957,62,4,2,1,2,2,1,1,1,0,1,0,3,2, ,2, ,28,2,2,2,22,0, ,2, , , , , , , ,1,2,1,2,2,2
1530003,1,1988,31,5,1,6,1,2,1,1,1,0,1,0,3,2, ,2, ,64,2,2,4,44,0, ,1,1,2,2,2,6,1,30,1,1,1,2,1,2
1540001,1,1958,61,5,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,43,2,2,2,25,0, ,2, , , , , , , ,1,1,1,2,1,2
1540002,2,1959,60,4,2,1,2,2,2,1,1,0,1,0,2,2, ,2, ,35,2,2,5,50,0, ,2, , , , , , , ,1,1,1,2,1,1
1540003,1,1986,33,4,1,5,1,2,2,1,1,0,1,0,3,2, ,1,1,68,2,1,3,33,0, ,1,1,2,2,2,6,1,0,1,1,1,2,1,2
1550001,2,1982,37,5,2,4,1,1,2,1,1,0,1,0,3,2, ,2, ,55,2,2,4,50,1,65,2, , , , , , , ,1,1,1,2,2,1
1560001,2,1956,63,5,3,1,2,1,1,1,1,0,1,0,3,2, ,2, ,32,2,2,3,30,0, ,2, , , , , , , ,2,1,1,2,2,2
1560002,1,1981,38,6,1,8,1,2,1,1,1,0,1,0,3,1,1,2, ,42,2,2,10,100,2,150,1,1,2,2,2,5,0,30,2,1,1,1,1,1
1570001,2,1969,50,4,2,6,1,1,1,1,1,0,1,0,3,2, ,2, ,32,2,2,5,50,1,73,2, , , , , , , ,2,1,1,2,2,2
1580001,2,1958,61,4,1,5,1,2,2,1,1,0,1,0,3,2, ,2, ,35,2,2,3,30,0, ,2, , , , , , , ,1,1,1,2,2,1
1590001,1,1959,60,5,2,7,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,3,40,0, ,2, , , , , , , ,1,1,1,2,2,2
1590002,2,1962,57,5,2,5,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,3,40,1,90,2, , , , , , , ,1,1,1,2,2,1
1600001,2,1983,36,4,2,1,2,1,1,1,1,0,1,0,3,2, ,1,1,75,2,2,3,40,1,105,2, , , , , , , ,1,1,1,2,2,1
1610001,1,1956,63,5,2,8,1,2,1,1,1,0,1,0,3,2, ,2, ,55,2,2,2,30,0, ,2, , , , , , , ,2,1,1,2,2,2
1610002,2,1960,59,4,2,1,2,2,1,1,1,0,1,0,3,2, ,2, ,55,2,2,2,30,0, ,2, , , , , , , ,2,1,1,2,2,2
1620001,2,1980,39,4,2,7,1,2,2,1,1,0,1,0,3,2, ,2, ,65,2,2,5,50,1,80,2, , , , , , , ,1,1,1,2,2,1
1630001,1,1966,53,5,2,8,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,3,40,1,90,2, , , , , , , ,2,1,1,2,2,1
1630002,2,1966,53,5,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,3,40,1,90,2, , , , , , , ,2,1,1,2,2,1
1640001,1,1965,54,5,2,12,1,2,1,1,1,0,1,0,3,2, ,2, ,44,2,2,5,50,0, ,2, , , , , , , ,2,1,1,1,1,1
1640002,2,1968,51,5,2,1,2,2,1,1,1,0,1,0,3,2, ,2, ,47,2,2,4,45,0, ,2, , , , , , , ,1,1,1,2,2,2
1650001,1,1974,45,5,2,8,1,2,2,1,1,0,1,0,4,2, ,2, ,70,2,2,6,60,2,80,2, , , , , , , ,1,1,1,1,1,1
1650002,2,1975,44,5,2,1,2,2,2,1,1,0,1,0,4,2, ,2, ,55,2,2,5,55,4,120,2, , , , , , , ,1,1,1,1,2,1
1660001,1,1966,53,5,2,8,1,2,2,1,1,0,1,0,3,2, ,2, ,53,2,2,10,125,2,200,2, , , , , , , ,1,1,1,1,1,1
1660002,2,1975,44,5,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,44,2,2,8,100,2,200,2, , , , , , , ,1,1,1,2,2,2
1670001,1,1975,44,5,2,8,1,2,1,1,1,0,1,0,3,2, ,2, ,48,2,2,5,60,1,75,2, , , , , , , ,1,1,1,1,1,1
1670002,2,1980,39,5,2,6,1,2,1,1,1,0,1,0,3,2, ,2, ,42,2,2,7,80,2,109,2, , , , , , , ,2,1,1,2,2,1
1680002,2,1969,50,4,2,4,1,1,1,1,1,0,1,0,3,2, ,2, ,43,2,2,3,30,0, ,2, , , , , , , ,2,2,1,2,2,2
1680003,1,1995,24,5,1,8,1,2,1,1,1,0,1,0,3,2, ,2, ,39,2,2,5,50,0, ,2, , , , , , , ,2,1,1,1,1,2
1690001,1,1973,46,5,2,8,1,2,2,1,1,0,1,0,3,1,1,2, ,60,1,2,12,120,0, ,2, , , , , , , ,2,1,1,2,1,1
1690002,2,1975,44,5,2,8,1,2,2,1,1,0,1,0,3,2, ,2, ,40,2,2,5,50,0, ,2, , , , , , , ,2,1,1,2,2,2
1700001,1,1975,44,5,2,9,1,2,2,1,1,0,1,0,3,2, ,2, ,30,2,2,5,50,2,100,2, , , , , , , ,2,1,1,2,2,2
1700002,2,1980,39,5,2,7,2,2,2,1,1,0,1,0,3,2, ,2, ,42,2,2,5,50,2,20,2, , , , , , , ,2,1,1,2,2,2
1710001,1,1966,53,5,2,11,1,2,2,1,1,0,1,0,3,2, ,2, ,42,2,2,5,50,0, ,1,1,2,2,2,7,0,15,2,1,1,2,2,2
1710002,2,1968,51,5,2,8,1,2,2,1,1,0,1,0,3,2, ,2, ,30,2,2,10,100,0, ,2, , , , , , , ,2,1,1,2,2,1
1720001,1,1969,50,5,2,12,1,1,1,1,1,0,1,0,4,2, ,2, ,30,2,2,6,60,0, ,2, , , , , , , ,2,1,1,1,1,2
1720002,2,1973,46,5,2,8,1,1,1,1,1,0,1,0,3,2, ,2, ,38,2,2,5,50,1,30,2, , , , , , , ,2,1,1,2,2,2
1730001,1,1975,44,5,2,13,1,1,1,1,1,0,1,0,3,2, ,2, ,40,2,2,1,10,0, ,2, , , , , , , ,2,1,1,1,1,2
1730002,2,1976,43,5,2,7,1,1,1,1,1,0,1,0,3,2, ,2, ,32,2,2,2,20,0, ,2, , , , , , , ,2,1,1,2,2,2
1740001,1,1963,56,5,2,7,1,2,1,1,1,0,1,0,2,2, ,2, ,48,2,2,2,20,1,100,2, , , , , , , ,1,1,1,2,2,2
1740002,2,1965,54,5,2,1,2,2,1,1,1,0,1,0,2,2, ,2, ,46,2,2,4,48,0, ,2, , , , , , , ,2,1,1,2,2,2
1740003,2,1992,27,5,1,6,1,2,1,1,1,0,1,0,3,2, ,2, ,56,2,2,3,38,0, ,1,1,2,2,2,1,0,20,1,1,1,2,2,1
1740004,1,1995,24,5,1,1,2,2,1,1,1,0,1,0,3,2, ,2, ,56,2,2,4,55,0, ,1,1,2,2,2,5,0,30,1,1,1,2,2,1
1740005,2,1936,83,3,3,3,2,2,1,1,1,1,0,0, ,2, ,2, ,20, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
1760001,1,1966,53,5,2,17,1,1,2,1,1,0,1,0,2,2, ,2, ,54,2,2,5,55,0, ,2, , , , , , , ,1,1,1,2,1,1
1760002,2,1972,47,5,2,1,2,2,2,1,1,0,1,0,2,2, ,2, ,36,2,2,12,260,0, ,2, , , , , , , ,2,1,1,2,2,1
1760003,2,1997,22,5,1,1,2,2,2,1,1,0,1,0,2,1,1,2, ,90,1,2,15,100,0, ,2, , , , , , , ,2,1,1,2,1,1
1760004,2,2001,18,4,1,1,2,2,2,1,1,0,1,0,2,1,1,2, ,33,2,2,3,27,0, ,1,1,2,2,2,5,0,30,2,1,1,2,1,1
1770001,1,1969,50,5,1,8,1,2,2,1,1,0,1,0,2,2, ,2, ,65,2,2,7,60,0, ,1,1,2,2,2,1,5,0,1,1,1,1,2,1
1770002,2,1969,50,5,2,1,2,1,2,1,1,0,1,0,2,2, ,2, ,32,2,2,3,30,0, ,1,1,2,2,2,1,1,0,2,1,1,1,2,1
1770003,2,1997,22,5,2,18,1,2,2,1,1,0,1,0,2,2, ,2, ,51,2,2,0, ,0, ,1,1,2,2,2,1,2,0,1,1,1,1,2,2
1770004,1,2001,18,5,1,2,2,2,2,1,1,0,1,0,2,2, ,2, ,49,2,2,0, ,0, ,2, , , , , , , ,2,1,1,2,1,2
1800001,1,1967,52,5,2,11,1,1,2,1,1,0,1,0,3,2, ,2, ,48,2,2,0, ,0, ,2, , , , , , , ,1,1,1,1,1,1
1800002,2,1970,49,4,2,1,2,1,2,1,1,0,1,0,2,2, ,2, ,50,2,1,1,9,1,30,1,1,2,1,2,2,2,0,2,1,1,2,2,1
1800003,2,1997,22,5,1,1,2,1,2,1,1,0,1,0,2,2, ,2, ,34,2,2,2,24,0, ,2, , , , , , , ,2,1,2,2,1,2
1800004,2,1999,20,5,1,1,2,1,2,1,1,0,1,0,2,2, ,1,1,24,2,2,3,24,0, ,1,1,2,2,2,1,0,20,2,1,1,2,1,1
1840001,1,1968,51,4,2,7,1,2,2,1,1,0,1,0,3,2, ,2, ,50,2,2,2,30,0, ,2, , , , , , , ,2,1,1,2,2,2
1840002,2,1969,50,4,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,40,2,2,2,30,0, ,2, , , , , , , ,2,2,2,2,2,1
1850001,1,1969,50,5,2,3,2,2,1,1,1,0,1,0,2,2, ,2, ,40,2,2,3,34,0, ,1,1,2,2,2,5,0,30,2,1,1,1,1,1
